system:time_start,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
02-17,,,,,,,,,,,,,,,,,,,,,,,
02-18,,,,,,,,,,,,,,,,,,,,,,,
02-19,,,,,,,,,,,,,,,,,,0.0327,,,,,
02-20,,,,,,0.5134444444444445,,,,0.5325888888888889,,,,0.517725,0.5572444444444444,,,,,,,,
02-21,,0.5011777777777778,,,0.5074714285714286,,,0.3977222222222222,,,0.7031777777777778,0.5440888888888888,,0.3696,,,0.41728571428571426,0.5901333333333333,,0.5271111111111111,,,0.6308555555555556
02-22,,0.8503444444444445,,,0.6258875,,,0.6530777777777778,0.8232166666666667,0.7423000000000001,0.81758125,,,,,0.6768,,0.8784166666666666,,0.5664142857142858,0.51289375,,0.6644055555555556
02-23,,0.8372333333333334,,0.6051777777777777,,0.6531857142857143,0.84515,0.9033411764705882,0.8786833333333333,0.8358388888888889,,0.8488222222222223,,0.8497333333333333,,0.7992,,0.8620428571428571,,,0.8225363636363636,0.7496,
02-24,,0.7230111111111112,0.8745111111111111,0.5594399999999999,0.5817777777777777,0.6691222222222223,0.6553666666666667,0.5287,0.8909111111111111,0.8747722222222222,,0.7967285714285715,0.8371133333333333,0.8992777777777777,0.4552111111111111,0.48,,0.8766294117647059,0.7159166666666666,0.8690266666666666,,,0.80675
02-25,0.45768888888888887,0.8361333333333333,,,,,,0.6096444444444444,0.80645,,,0.5617666666666666,0.7335333333333334,0.82775,0.8387727272727272,0.8123444444444444,0.8662222222222222,0.83736,0.54555625,0.8725,,0.777725,0.8887444444444444
02-26,,0.7869857142857143,,,0.5614444444444444,,,0.6648888888888889,0.662511111111111,,0.43139444444444447,0.5959875,0.7667,,0.8188090909090909,,,,,0.8711944444444444,0.6693888888888889,,0.7052
02-27,,0.7977555555555556,,0.7903571428571429,0.7167666666666667,,0.512,0.8121176470588235,0.7893249999999999,,0.8373166666666667,0.9192,0.6124666666666667,0.8108375,0.8764916666666667,0.7182625,,,0.8586666666666667,0.8588777777777777,,,0.8217888888888889
02-28,,0.8345777777777778,,0.8893363636363636,0.549925,0.8444,,0.7612944444444445,0.72485,,0.8468470588235294,0.65975,,,,0.8338888888888889,0.8520470588235294,,0.7806277777777778,0.8861666666666667,0.7118,0.7318888888888889,0.8418166666666667
02-29,,,,,0.46624444444444446,,,,0.7010636363636363,,,,0.6062714285714286,,,,0.8778388888888888,,,,,,
03-01,,0.8513222222222222,,,,0.8408722222222222,,,,0.8098285714285715,0.8570384615384615,0.8108833333333334,0.8246777777777778,0.6948111111111112,0.8392125,0.8032133333333333,0.8763636363636363,0.5148,0.44305555555555554,0.6327222222222222,0.5196555555555555,,
03-02,,,,,,0.8530222222222222,,0.7372,0.7284111111111111,0.4436555555555556,0.8400833333333333,0.8417388888888889,0.722,,,,0.86357,,0.8189,,,0.4662222222222222,0.541625
03-03,,,0.7998555555555555,,,0.63332,,,0.788,0.78885,0.6496722222222222,,0.7961428571428572,0.5877,,0.7229111111111111,0.8221777777777778,0.5843647058823529,0.5983333333333333,0.8587888888888889,,,0.4455
03-04,0.8167,0.7952,,,0.5465,,0.8152444444444444,0.6789222222222222,0.76991,0.45176666666666665,0.8149,0.8401888888888889,,,,0.7945777777777777,0.5812142857142857,,,0.6341333333333333,0.7868,0.8270882352941177,0.8321888888888889
03-05,0.8084222222222223,0.4338666666666667,0.5763,,0.8192,0.7775333333333333,0.8052555555555555,0.8076166666666666,,0.749211111111111,0.8434777777777778,,0.7144,0.3776055555555555,,0.5944200000000001,0.6836,,,0.8267777777777778,0.8094875,0.8164388888888889,
03-06,,,,0.7638055555555555,,,0.6844444444444444,,0.881,0.76895,0.7619333333333334,0.8008,0.718,0.7971222222222222,,0.7931,,,,0.8085125,0.8175666666666667,,
03-07,,,,0.6153444444444445,,0.6562555555555556,,0.7842666666666667,,0.7199,0.8684888888888889,,0.77484,,0.5216000000000001,,0.5668444444444445,,,,0.8217625,,0.7519555555555556
03-08,,,0.7150888888888889,0.8325363636363636,0.7112,,0.8099333333333333,,0.7486625,0.7937176470588235,0.8620055555555556,0.7025,0.8052,0.8426944444444444,,,0.8067,,0.7498444444444444,0.82765,,0.6910444444444445,0.44821666666666665
03-09,0.7983428571428571,,0.7763111111111111,0.8290611111111111,,0.6598166666666666,0.7883388888888889,,,,0.831075,0.7174333333333334,0.61571,0.6069888888888889,,0.7615555555555555,,,,,0.5508222222222222,0.8414666666666667,0.6309944444444444
03-10,0.7726333333333333,0.8645,0.5945888888888888,0.8268125,,0.6811444444444444,0.9199666666666666,,0.8101928571428572,,0.8698,0.6912944444444444,0.74755,0.6848944444444445,0.6818625,0.881311111111111,,,0.6628625,,,0.8683294117647059,0.8432555555555555
03-11,,0.5905,0.7283777777777778,0.84585,,,0.7992055555555556,0.6766800000000001,0.7518666666666667,0.7884705882352941,,0.8251888888888889,,0.8127722222222222,0.6918166666666666,,,,,,0.8016333333333333,0.7984444444444444,
03-12,,0.6204222222222222,,,,,0.7888444444444445,0.72685,0.6181555555555556,0.75375,0.8372722222222222,0.8434,0.7655375,0.7492529411764706,,0.6449,,,0.7673,,0.8099125,0.8275333333333333,
03-13,0.6180888888888889,0.8154333333333333,0.7515,0.5218666666666667,,,0.36926,,,0.8537294117647058,0.502875,0.8378111111111111,,,,0.8355722222222223,0.6657,0.73828,0.8088444444444445,0.8262833333333334,,0.8172833333333334,
03-14,0.8072555555555556,0.7713666666666666,0.8023222222222223,,,0.8358222222222222,,,0.8064555555555556,0.8365333333333334,0.8024142857142857,0.7441166666666666,0.6534166666666666,,0.7549142857142858,0.8192944444444444,,0.8506,,0.8435111111111111,0.726011111111111,,
03-15,,,,0.8116933333333334,,,,0.4801722222222222,,,,0.8080125,,,,0.5759166666666666,0.5272666666666667,0.5065999999999999,,0.6982111111111111,0.776575,0.82995,
03-16,,0.6509555555555556,,0.8329058823529412,,,,,0.686775,0.8291,0.60981875,,,0.8160555555555555,0.4012222222222222,,,0.6001666666666667,0.8691333333333333,0.8126857142857142,,,0.8886272727272727
03-17,,0.8210777777777778,0.7878,0.8613611111111111,,,0.6866875,,,0.8576,,,0.7354,,0.8287333333333333,,0.6991,0.7902166666666667,0.8637714285714285,,,,
03-18,0.5277111111111111,,,,,0.8572,0.8146444444444444,0.8154666666666667,0.6802714285714285,,0.8317,0.7814444444444445,,0.7382,0.8314,0.619,0.8265555555555556,,0.8810374999999999,0.8477428571428571,0.8456727272727272,0.7195,
03-19,,0.5131857142857144,,0.8257222222222222,,,0.6883555555555555,0.7946222222222222,,,0.8398,0.8076777777777777,,0.6393888888888889,0.8250294117647059,0.8568777777777777,,0.8182,0.7970888888888888,0.4849375,0.8237444444444444,0.6505,
03-20,,,,0.847,,0.8461,,,,,0.8277222222222222,,,,1.0284,0.827,0.8716714285714285,0.8365,,0.8955833333333334,,,0.7164222222222222
03-21,,,,0.6216111111111111,,0.7469,,,,,0.8157166666666666,0.5495,,0.8901,0.825,,0.8650222222222222,,,0.8769,0.42105555555555557,0.7466333333333334,0.8208777777777778
03-22,,,,0.8308875,,,,,,,0.8949555555555556,,0.8166,0.7352,0.8821636363636364,,0.8789333333333333,0.8225777777777777,0.8894777777777778,0.8804,,0.43544444444444447,
03-23,,,,0.7886625,0.7921666666666667,,0.9030444444444444,0.8788055555555555,,,0.7962444444444444,0.8224,,,,0.8889,,,0.90852,0.7548571428571429,0.6116,,
03-24,,,,,0.8938714285714285,0.8519058823529412,,0.7966375,,,0.6865777777777777,,,0.6045625,,,0.7808,,0.87673,0.8474,,,0.8333
03-25,,,,,0.8762,0.8868125,0.8404733333333333,0.7374666666666666,,,0.8664666666666667,,0.87086,,0.5805666666666667,,,0.7858555555555555,0.7960363636363637,0.4845285714285714,,,
03-26,,,,,,0.9332,0.8501666666666666,0.7360666666666666,0.7032,0.8841111111111111,0.8486333333333334,,,,,0.8602875,,0.7826818181818181,0.6006,,0.8566,1.0103,0.88336
03-27,,,,,,,,,,0.7303,0.5717125,0.57441,,,0.6676875,,0.8701,0.818,,0.8873,,,0.9002
03-28,,,,,,,0.8943166666666666,0.8026,0.6701,0.6546944444444445,,,,,0.8930555555555556,,0.8745,0.6902666666666667,,0.9143571428571429,0.8716777777777778,0.6959571428571428,0.8861388888888889
03-29,0.7639,,,,,,0.8952777777777777,,0.67758,,0.9103,,,,,0.9027777777777778,,0.7927,0.8448,0.787825,,,0.90325
03-30,,,,,0.8905166666666667,,0.9354,,0.8671571428571428,0.7171090909090909,,,,,,,0.8677666666666667,0.8666,0.8562222222222222,0.8715111111111111,,,
03-31,,,,,0.902625,,,,,,0.9016222222222222,0.879,0.8590666666666666,0.8885333333333334,0.9054166666666666,0.9141272727272728,1.2058,0.45471666666666666,0.8815294117647059,0.7903222222222223,,,
04-01,,,,0.62,0.9142125,,0.6427875,,0.6147,,0.6065111111111111,,0.7735142857142857,0.9311,0.741625,0.904325,,,0.8764545454545455,0.9892,,0.6799571428571428,
04-02,,,,,,0.7855875,,,,0.7898999999999999,0.8339,0.8119333333333333,,0.7947285714285715,0.8624,0.8879388888888888,,,0.8784222222222222,,0.8935777777777778,,
04-03,,0.8286,0.6685888888888889,,0.8717,0.6057222222222223,0.9162,,0.8581833333333333,0.8374,0.6661611111111111,,,0.74527,0.8762,,,,0.91375,0.869009090909091,0.8723722222222222,0.8983,
04-04,,,,,,,,0.7750333333333334,0.8941555555555556,,0.9091833333333333,,0.8456,,0.9494,,0.8603,,0.8774222222222222,0.5070250000000001,,,
04-05,0.8994,,,,0.8844,0.9184166666666667,,0.891925,0.6809944444444445,,,,,0.8453,,,,,0.8775875,0.6823277777777778,,0.7402111111111112,
04-06,,,,0.88575,0.8624625,,0.6937,,0.6584722222222222,0.781975,,,0.9217111111111111,0.90265,0.83424375,,,0.8270888888888889,0.7916764705882353,0.8397705882352942,0.9059055555555555,,
04-07,,,,,,,0.8683888888888889,0.8531444444444445,0.6840352941176471,,0.6053,,0.8981166666666667,0.8997166666666667,0.7997333333333333,,0.923975,0.5717333333333333,0.884825,0.9055111111111112,0.88298125,0.7401833333333333,
04-08,,,,,0.6946777777777777,,,,0.7848555555555555,,0.83511875,,,,0.6716133333333333,,0.8806666666666667,0.7744666666666666,0.8422000000000001,0.9075111111111112,,,
04-09,0.9075,0.8366714285714286,,,0.80325,0.7181388888888889,,0.588,0.91518,0.7503,,0.667475,0.8636,0.8975411764705883,0.8899,0.8400333333333333,0.7178,,0.9222400000000001,0.9043833333333333,0.8894,,
04-10,,,0.8699555555555556,,,,,,0.6613555555555555,0.5825625,,,0.8834833333333333,0.8920444444444444,0.8940142857142858,,,0.9061857142857143,0.9110199999999999,,,0.916,
04-11,0.7433,,,,0.84715,,,0.5988600000000001,0.8424333333333334,0.6014333333333334,0.7618428571428572,,0.9015222222222222,0.8973555555555556,,,,0.8979,0.9076111111111111,0.8475444444444444,,,
04-12,,0.8484,0.8660125,,0.8724333333333333,0.7098333333333333,0.7221,0.3858111111111111,0.9050333333333334,0.8502333333333334,,,0.6741199999999999,0.8786,0.8632142857142857,,,0.8721142857142857,,0.8974444444444445,0.8836909090909091,0.7309444444444444,
04-13,,0.7851571428571429,,,0.8847777777777778,0.9046363636363636,,0.7899714285714285,,0.8981818181818182,0.7332875,0.5785,0.9008888888888889,,0.8804181818181818,0.5068,0.909190909090909,0.68893125,,0.9047571428571428,0.7860444444444444,0.8915333333333333,0.7280444444444444
04-14,,,,0.8999857142857143,,0.8377666666666667,0.6387428571428572,,,0.8889333333333334,0.4400777777777778,0.7986,0.9064,0.7262625,,,0.8356,0.9192470588235294,0.88051875,,0.9773000000000001,0.8896777777777778,
04-15,,,,0.8744,0.7887666666666666,,0.84445,0.7968555555555555,0.8921444444444444,0.8696333333333334,,0.9194166666666667,0.8972555555555556,,0.667125,,0.8927388888888889,0.8839611111111111,0.8624499999999999,0.7081454545454545,,0.8966611111111111,
04-16,,,,,,0.33724444444444446,0.8704,,0.7973222222222223,,,0.9064294117647058,0.9029388888888888,0.77955,0.872,0.5984666666666667,0.8947833333333334,0.8991722222222223,0.8516,0.9457,,0.9060444444444444,0.6158111111111111
04-17,,0.8304333333333334,,,,,0.8482166666666666,,,,,0.9107888888888889,0.8553333333333333,,0.8586777777777778,,,0.9341222222222222,,,0.4599,0.9043,0.89114
04-18,0.9402,,,,0.8364888888888888,,,,,,,0.8737928571428571,0.9457222222222222,0.8236555555555556,0.7025,0.4565111111111111,0.6678,0.790325,0.7486333333333333,0.35488888888888886,0.6244,0.8362499999999999,0.8916545454545455
04-19,0.7724428571428571,,,0.91,0.8617888888888888,0.8618,0.8724833333333333,0.8926666666666666,0.79998125,0.8599,,,0.5875636363636364,,,,0.9046333333333333,,0.8265166666666667,,,0.7874625,0.9360666666666667
04-20,0.820475,,,0.9013222222222222,0.8760222222222223,0.8899,0.8560055555555556,0.8939823529411765,0.8717,0.7664363636363637,0.9066,0.8808444444444444,0.8332999999999999,0.7248,0.8116875,,0.901,0.8905,0.7238,0.7664833333333333,0.9539666666666667,0.8565222222222222,0.9142666666666667
04-21,,0.6619666666666667,,,0.59461,0.5012222222222222,0.8568,0.8831833333333333,,0.8505,0.74675,0.8687545454545454,0.8885888888888889,,0.8775333333333334,,0.92135,,0.9030750000000001,,0.9080666666666667,0.6960625,0.6373571428571428
04-22,0.8448749999999999,,,,,,0.9116,0.85615,,0.8352055555555555,0.924390909090909,0.9146277777777778,,,0.4313222222222222,,0.7972866666666667,,,0.8380333333333334,0.908,,0.7789111111111111
04-23,0.8360555555555556,0.5045375,0.8433,,,,,0.7742,0.8243285714285714,,0.9110833333333334,0.8982166666666667,,0.9166333333333333,0.5988,,0.9085388888888889,0.6657785714285714,0.8268,0.809609090909091,0.7565642857142857,,0.9031777777777777
04-24,0.8500444444444445,1.0999,0.8309,,0.8258,0.7296666666666667,0.7092,0.8877722222222222,,0.8943222222222222,,0.9080055555555556,,,0.8622388888888889,0.7967272727272727,0.9057777777777778,0.8705444444444445,,0.9119777777777778,0.722,,0.8966722222222222
04-25,0.83005,0.5569222222222222,0.7228444444444444,,,0.8435333333333334,0.8545444444444444,0.9115222222222222,0.8046,0.8935500000000001,0.9264,0.9135222222222222,,0.4147,0.8674428571428572,0.6432333333333333,0.9515555555555555,,,0.907725,,,0.9205277777777777
04-26,,,0.7693,0.8636444444444444,0.5633312500000001,0.8254888888888889,,0.8569666666666667,0.88246875,0.8228166666666666,0.8730666666666667,0.9235222222222222,,,0.8046,0.6742222222222223,0.8048333333333333,0.8874,0.80435,0.6967277777777778,0.7771750000000001,,1.0131
04-27,,,0.8968888888888888,0.8542583333333333,,0.7998222222222222,,,0.8223666666666667,0.8536333333333334,0.9006055555555555,0.9376764705882353,0.7544444444444445,0.683075,,0.4307625,0.8470777777777778,,,0.9238777777777778,0.82112,,0.9185333333333333
04-28,0.9010777777777778,,,0.8373333333333334,0.8547111111111111,0.87506,,,0.8678333333333333,,0.6546,0.92932,0.788,,0.9016888888888889,0.95958,0.8972666666666667,0.79939375,0.6080857142857143,0.34246666666666664,,,0.9182222222222222
04-29,0.8131222222222222,0.7958555555555555,0.7084,0.8432588235294117,0.8191333333333333,0.8040888888888889,,,0.7764285714285715,0.7868,,,0.9063333333333333,,0.5431666666666667,,0.8965,,0.9147444444444445,,,,0.8916111111111111
04-30,,,,0.8733277777777778,0.8642722222222222,0.6794875,,,0.7677777777777778,,,,0.9065555555555556,,0.8581624999999999,0.7548666666666667,0.8534111111111111,0.8299333333333333,0.8990666666666667,0.594,,0.9427,
05-01,,0.5478666666666666,,0.5004777777777778,0.8823611111111112,0.565,,0.7822666666666667,0.8405166666666667,0.8142090909090909,,,0.9271666666666667,0.6898,0.6105833333333334,0.8321625,0.8328333333333333,0.9294277777777777,0.84756,0.7341,0.8161666666666667,,0.9532875
05-02,,,0.7715,,0.8567133333333333,0.66095,0.5640444444444445,,0.8996666666666666,,0.92208125,0.9104944444444445,0.8911722222222223,0.6151,0.8284444444444444,0.8759833333333333,0.8834611111111111,0.8983777777777777,,0.6971444444444445,0.8954,,0.9114277777777778
05-03,,0.7835,0.8443333333333333,,0.9145444444444445,,0.8158,0.7941,0.47841,,0.9082666666666667,0.9384333333333333,0.9157444444444445,0.7981666666666667,,0.8261000000000001,0.9173444444444444,0.9202777777777778,0.62215,,0.8514111111111111,0.92055,0.9057777777777778
05-04,,0.7629,0.7826,0.7142,0.8944611111111112,,0.7019545454545455,,0.9051166666666667,0.9356333333333333,0.8875,0.9154625000000001,0.8409222222222222,0.7739277777777778,,0.9149722222222222,0.9095222222222222,,,,,0.87215,0.9049277777777778
05-05,,0.8151,0.7991111111111111,,0.8521624999999999,,0.7545111111111111,0.8306111111111111,0.9132833333333333,0.8864888888888889,0.46542222222222224,,0.9054611111111112,0.52625625,,0.9186222222222222,,0.9271166666666667,0.7694428571428572,,0.6975833333333333,0.9248833333333333,0.9129529411764706
05-06,,,0.8727111111111111,,,,0.8010777777777778,0.8402499999999999,0.9131055555555556,0.7738777777777778,,,0.8363444444444444,0.5904,0.7616,0.9364388888888889,0.8498333333333333,0.9214333333333333,,0.46184285714285717,0.4963,0.80785,
05-07,0.7774,0.8105333333333333,0.9021,,0.9772,,0.7362611111111111,0.8510888888888889,0.7552222222222222,,,0.94446,0.9062166666666667,0.9542625,,0.9099722222222222,0.8845777777777778,0.9268055555555555,,0.9028888888888889,,0.7808142857142857,0.87105
05-08,,0.6153777777777778,0.8994555555555556,,,0.5900555555555556,0.7482428571428571,0.9049555555555555,0.9034555555555556,,,0.5880764705882353,0.9196833333333333,0.77306875,0.8003388888888889,,0.92605,0.822,0.7378888888888889,0.9205,0.83782,,0.916611111111111
05-09,0.646,,0.8437222222222223,,0.33135,,0.8956727272727273,0.7759166666666667,0.7673944444444445,0.8389,0.8522,0.8974,0.9189555555555555,,0.6417055555555555,0.5888,,0.3574142857142857,,0.6717,0.9279444444444445,0.9025611111111111,0.8648944444444444
05-10,0.7213,0.8327444444444444,,0.6304363636363637,,,0.7943125,,0.7454764705882353,0.80855,0.45231666666666664,0.78949,0.9082388888888889,0.6351466666666666,0.6293555555555556,0.4713555555555556,,0.9364333333333333,0.8281888888888889,,0.9198,0.8333083333333333,0.9054777777777778
05-11,,0.8283444444444444,0.759825,0.8270466666666667,,,0.9260444444444444,,0.7009599999999999,0.7782333333333333,,,0.8270111111111111,,0.6664222222222222,0.7762,,,,,0.905038888888889,0.7310333333333333,0.8844388888888889
05-12,,0.8006222222222222,,0.8923666666666666,,,,,0.8992777777777777,,,0.9227888888888889,,0.87385,0.5208444444444444,0.7119888888888889,0.9076444444444445,,0.6671428571428571,,0.8520857142857142,,0.6194777777777778
05-13,,0.7917875,,0.82495,,0.84594375,,,,,0.5949800000000001,0.8502111111111111,,0.9495222222222222,0.7319555555555556,0.9140333333333334,0.9126777777777778,0.934475,0.9119333333333334,0.554175,0.4337,0.78386,0.8669777777777777
05-14,,0.6842,,0.7819611111111111,,0.8747055555555556,,,0.9057142857142857,,,0.7319875,0.8403,0.9303166666666667,0.7337,,,0.8828888888888888,0.844111111111111,,,0.8684055555555555,0.7339714285714286
05-15,,0.6891888888888889,,0.8771166666666667,0.5694,0.929,0.860075,,0.9073277777777777,,,0.8187222222222222,0.5958777777777777,0.8603133333333334,,0.8844611111111111,,0.9135666666666666,0.8929888888888889,0.7379444444444444,0.8878277777777778,0.9348166666666666,
05-16,,0.6188333333333333,,,,0.9310388888888889,0.6786941176470588,0.5447909090909091,0.8999111111111111,,,0.9300222222222222,0.8918888888888888,,0.467425,0.9067444444444445,,0.9313166666666667,0.8526142857142857,0.8457266666666666,0.5769055555555556,,0.7991117647058823
05-17,,,0.7936333333333333,,,,0.8670222222222222,0.8622666666666666,0.8737333333333334,0.7794555555555556,,0.91969375,0.8459625,,0.7384857142857143,0.9158,0.43544444444444447,0.8447833333333333,,,0.8481888888888889,0.8537777777777777,
05-18,,0.5648142857142857,0.7540625,,0.9141555555555556,0.9244611111111111,0.7759888888888888,,0.9077111111111111,0.9223666666666667,0.9172166666666667,0.8427,0.8821823529411764,0.8198,0.6732,0.7320571428571429,,0.9895533333333334,,0.91906875,0.5131277777777777,,0.8513125
05-19,,0.5315111111111112,,0.5181714285714286,0.7618666666666667,0.6494888888888889,0.8545222222222222,,0.8914599999999999,,0.9653666666666667,0.3151888888888889,0.7474166666666666,0.4553888888888889,0.8982555555555556,0.739175,0.9096,,,,0.38416666666666666,0.8144555555555556,
05-20,,0.7323333333333333,,0.3565111111111111,0.8167444444444445,,0.8779333333333333,0.7236333333333334,0.4485,0.6207777777777778,,0.83615,,,0.6811222222222222,0.75154,,,,0.6303,,0.8683777777777778,
05-21,0.6604857142857143,0.8572444444444445,,,0.8139833333333333,,0.8641777777777778,0.5256555555555555,0.615675,,0.9312166666666667,0.9251,,,,0.9173555555555556,0.5256,,,0.9151277777777778,0.4275375,0.8421111111111111,
05-22,0.8283285714285714,0.8600111111111111,0.7976,,0.8332166666666667,0.5800666666666666,0.8616111111111111,0.937811111111111,,,0.8440777777777778,0.9168555555555555,,0.9259277777777778,,0.9829777777777777,0.8409,0.7610294117647058,,0.9265722222222222,,0.91508,0.9251777777777778
05-23,,,,0.7978999999999999,,0.9273388888888889,0.7426722222222222,0.7773916666666667,0.6858375,0.80805,0.9611625,0.9091166666666667,0.8204833333333333,0.5390444444444444,,0.9407611111111112,0.8810833333333333,1.0087833333333334,0.7872555555555556,0.92985,0.7601666666666667,0.9197722222222222,0.551464705882353
05-24,,,,,,0.6931222222222222,0.7876266666666667,,0.72841,0.9065555555555556,,0.8884111111111112,,0.9234611111111111,0.6809111111111111,0.7194428571428572,0.9071388888888889,0.8956277777777778,0.8581222222222222,0.8815166666666667,0.9032625,0.9340944444444444,0.7937
05-25,,0.9324444444444444,0.9217555555555556,0.9181416666666666,,0.9208,0.6965,,0.6252,0.7613222222222222,0.5700888888888889,0.8884277777777778,0.9287944444444445,0.9296333333333333,,0.9042277777777777,0.681575,0.9135722222222222,0.8478666666666667,0.6256625,,0.8435277777777778,
05-26,,0.9363222222222223,,0.8139777777777778,,0.8644777777777778,,0.9216222222222222,,0.6953666666666667,,0.8756166666666667,0.9227111111111111,0.9168111111111111,0.41998,0.918611111111111,,0.9109944444444444,0.8700222222222223,,,,0.9373666666666667
05-27,1.0086,0.9508333333333333,,0.9183555555555556,,0.8380111111111112,0.7647444444444444,0.9237111111111111,0.9245,0.9038333333333333,,0.8535166666666667,,0.91605,0.6395666666666666,0.8519,,0.8998166666666667,0.6933,0.6631,,0.902175,0.9576944444444444
05-28,0.9248,0.53,0.8266444444444444,0.8212666666666667,,0.9024,0.6218777777777778,0.9383777777777778,0.7399714285714286,0.9314777777777777,0.8867166666666667,0.5723833333333334,,0.9136388888888889,0.97055,0.8405333333333334,0.84195,0.8905222222222222,0.6610222222222222,0.6612,,0.8804222222222222,0.9321055555555555
05-29,0.9441222222222222,,0.6589857142857143,0.6973666666666667,,0.8692857142857143,,0.9400611111111111,,,0.9246,,0.7214444444444444,,,,0.7226,,0.6912222222222222,,,0.96984,
05-30,0.8737222222222222,0.3006888888888889,,,,0.817,,,0.7078363636363636,0.8921909090909091,0.8742333333333333,,,,0.9626142857142858,0.6080111111111111,0.9263333333333333,0.8898611111111111,0.6952888888888888,0.9042388888888889,,1.1203,0.78401
05-31,,0.9381555555555555,,,,0.8808142857142857,,,,0.9050277777777778,0.7876833333333333,,0.4795333333333333,0.496,,,0.4917222222222222,,0.761,0.8949722222222223,,0.8954166666666666,0.726
06-01,,0.9567222222222223,,,,0.69805625,0.3392888888888889,0.33474444444444446,0.7120111111111112,0.8202888888888888,,0.621,0.7564555555555555,,0.6548875,,0.6977099999999999,,0.9079,0.8585,,,0.85331875
06-02,0.8184374999999999,,0.7993777777777777,,0.85569375,,,,0.6496222222222222,0.7841222222222223,,0.9047444444444445,0.9229388888888889,0.6835,,0.8492,0.93823,,0.9616571428571429,0.44401111111111113,,,0.5503857142857143
06-03,,,,0.5072,0.6659666666666666,,0.37879999999999997,0.8594722222222222,0.7222,,0.47855714285714285,0.8951611111111111,0.7357,0.6548636363636363,,0.8852444444444445,,,,,0.9086333333333333,,0.9332833333333334
06-04,,,,0.923,0.8030444444444444,,,0.9335388888888889,0.6216,0.8917388888888889,,,0.7570277777777777,0.4229,0.8919444444444444,0.8407944444444444,0.8652,0.4973666666666666,,0.7119,,0.68166,0.9366833333333333
06-05,,,,0.3855,0.8418222222222222,,,0.9507777777777777,0.8909055555555555,0.8956500000000001,0.6822428571428572,,,0.9126888888888889,0.8968833333333334,0.60038,0.7966555555555556,0.8708944444444444,0.9663555555555555,0.8748055555555556,0.9063545454545454,0.8497,
06-06,,0.9002111111111111,,,0.79726875,0.45615625,,0.960861111111111,0.8083722222222223,0.8751055555555556,,,,0.9385611111111111,0.9039333333333334,0.426325,,0.8932111111111112,0.9643055555555555,0.894264705882353,0.8018714285714286,0.34271111111111113,0.7819
