system:time_start,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
02-04,,0.44905555555555554,0.6254875,0.48554444444444445,0.9281,0.5143388888888889,,0.8824888888888889,0.6126111111111111,,0.578775,0.5204,0.6547444444444445,0.8391833333333333,0.7918333333333334,,0.8787,0.4623888888888889,,0.9357444444444445,0.8638,,0.7149666666666666
02-05,,0.6561,,,0.8568833333333333,,0.85851,0.8893,0.7510454545454546,,,0.44405555555555554,,0.8462133333333334,,,0.8559833333333333,0.8196,0.5567888888888889,0.8538833333333333,,,
02-06,,,,,,,0.8547944444444444,,0.8237,0.6214444444444445,,0.68225,,,,0.83165,0.5159722222222223,,,0.9213666666666667,,0.6488444444444444,0.6627888888888889
02-07,,,,,0.33297777777777776,0.7047055555555556,0.3146277777777778,0.8416777777777777,0.4947944444444444,0.7990111111111111,0.4220888888888889,0.58831,0.69875,0.8044555555555556,,0.44295,,,,0.8706,,,
02-08,,0.6785166666666667,0.5334111111111111,,,0.8489944444444444,,0.9062,,0.64785,0.7923222222222223,0.8576266666666666,0.3738777777777778,0.8395166666666667,0.8896888888888889,0.8060333333333334,0.8502111111111111,,,0.8580611111111112,0.8408222222222222,,0.8693444444444445
02-09,,0.6922875,,0.8159666666666667,,,0.8509777777777777,0.5634,,,,0.7975333333333333,0.8507833333333333,0.5360666666666667,,0.6686000000000001,0.8794833333333333,0.825575,0.6504055555555556,,0.64673125,,0.8413444444444445
02-10,,,0.8623444444444445,,0.8429333333333333,0.8341,0.717625,0.8583416666666667,0.7154,,,,,0.40265833333333334,0.6025916666666666,0.7951705882352941,0.8573000000000001,0.816875,,,,0.6484,0.70062
02-11,,0.8724666666666667,0.4197,0.8401933333333333,,0.8397333333333333,,0.863,,,,0.7281111111111112,0.6847277777777777,0.6047777777777777,,0.83754,0.84659,0.8100222222222222,0.7058666666666666,0.8345888888888888,0.8125375,0.8460333333333333,0.8996666666666666
02-12,,0.8493555555555555,,0.7326,0.5070666666666667,0.8252555555555555,0.6971333333333334,0.8458777777777777,0.838175,0.6703611111111111,,,0.4263388888888889,,0.8285083333333333,0.80693125,0.5915111111111111,0.7750857142857143,,0.9506,,0.9291777777777778,0.8187
02-13,,,,0.8023,0.5463,0.87185,0.8515222222222222,,0.845709090909091,,,,,,0.8633833333333333,,,0.8216333333333333,0.7909933333333333,,,0.8380888888888889,0.8141117647058823
02-14,,0.6081,,,0.8269444444444445,,0.7451666666666666,0.5438,,0.8020166666666666,,,,,0.6331875,0.82765,0.8379333333333333,,,,,0.5018769230769231,0.5457777777777777
02-15,,,,0.796,,0.814575,0.9355777777777777,0.8029,0.3509,,,,,,,0.6939888888888889,0.8541411764705882,0.5086777777777778,0.6118166666666667,0.8295818181818182,0.8302,0.8794222222222222,
02-16,,,,0.7933666666666667,,0.5322777777777777,,,,0.9436,0.8539555555555556,,,,,,0.8351222222222222,,0.5371111111111111,0.8315923076923077,0.60365,0.6463125,
02-17,,,,,,0.8571636363636363,0.3239444444444444,0.8172444444444444,0.8402916666666667,,,0.80971,0.8389222222222222,,,,,,,0.8371222222222222,0.8294777777777778,0.8106722222222222,
02-18,,0.6652333333333333,,,,,0.33763333333333334,0.7967454545454545,0.45107777777777774,,,0.83123,,,,0.6748333333333333,,,,0.8606111111111111,0.82985,,0.7900111111111111
02-19,,0.79075,,,0.8110111111111111,,,,0.84897,0.7840722222222223,,0.8105944444444444,0.5599,,0.8521333333333333,0.6731777777777778,,0.444,,,,,
02-20,,,,0.62862,0.42034444444444446,0.8312777777777778,,0.8488583333333333,,,,,0.5227,0.7778,0.83078,0.814238888888889,0.8362444444444445,,,,0.59845,0.7944,
02-21,,0.34755555555555556,,,0.8031,0.8754666666666667,,,,0.7779411764705882,0.6848,0.8596944444444444,0.8310611111111111,0.5531,0.8207333333333333,0.39976666666666666,0.8682555555555556,0.6093,0.827,,0.79095,,
02-22,,,,0.8132199999999999,0.7944222222222223,,0.7983444444444444,,,,,,0.461,,0.8519555555555556,,0.8728777777777778,,0.5033444444444445,,0.85975625,,
02-23,,0.6552,,0.7764722222222222,0.8581333333333333,0.8456555555555556,0.7640388888888889,,,0.9227,0.8171,0.6221,0.8323111111111111,,0.4924733333333333,0.7212090909090909,0.8404,,,0.8522611111111111,0.8737111111111111,,0.7113333333333334
02-24,,,,0.8271000000000001,0.8195111111111111,0.8253777777777778,0.6291,0.5383777777777777,0.8197611111111112,0.8271000000000001,,0.6509,,,0.8552,0.8328625,0.8635333333333333,0.8328222222222222,,,0.5915,,0.8199222222222222
02-25,,0.8338666666666666,,0.7695125,,0.7077,0.83156,0.8552333333333333,,0.8699666666666667,0.7904888888888889,,0.8153222222222223,0.9160777777777778,0.86575,0.9012388888888889,0.9746,,,,0.7993,,
02-26,0.6349,,,,,0.8270888888888889,0.837,,,0.6718500000000001,0.8684,,0.8348083333333334,,,,0.8585666666666667,0.83344,0.8787666666666667,,,,
02-27,,0.8651555555555556,,,0.5181,0.8352555555555555,0.8567388888888889,0.8194666666666667,0.8284277777777778,0.82855,,0.6031624999999999,0.8381444444444445,0.8389055555555556,0.8595555555555555,,0.8477333333333333,0.8217555555555556,0.86364375,,,0.8254818181818182,0.8364555555555555
02-28,,,,0.8444333333333334,,,,,0.7597277777777778,0.6377,0.2828,,,0.3513266666666667,0.8488090909090908,0.8540888888888889,0.8659777777777777,0.8141,,0.8291,,,0.8426222222222223
02-29,,,,,0.8566111111111111,,,,0.8055888888888889,,,,,,,,0.86943125,,,,0.8798333333333334,,
03-01,,,0.8496777777777778,0.7625,,,0.8513529411764706,,,,,0.8322,,,0.8644444444444445,,,0.7487,0.8667533333333334,0.8482,0.82483125,,0.8540777777777778
03-02,,,,0.6941055555555555,,,,0.651,0.8394777777777778,,,,,,0.9192666666666667,0.8079375,,,0.77605,,0.7433111111111111,0.5308666666666667,0.8614166666666667
03-03,,,,0.8191333333333334,,0.7686888888888889,1.0001666666666666,,,,,,,0.9283,0.8926705882352941,0.8116,,,0.6240555555555556,0.8957111111111111,,,0.3967
03-04,,,,,0.80469,,0.7839333333333334,,,,,,0.7872923076923077,,,,0.8808666666666667,,0.84122,0.7038733333333334,0.8020909090909091,0.8884000000000001,0.8814444444444445
03-05,,,0.46809999999999996,,0.8869333333333334,0.8810833333333333,,0.6580833333333334,,0.896,,,,,,,,,0.7506388888888889,0.7938555555555555,0.8733866666666666,0.7599714285714285,
03-06,,,,,0.8777,,0.8738777777777778,1.0127,,0.7858888888888889,0.8884666666666666,,0.8741388888888889,,0.7367333333333334,,0.9060714285714285,,0.9211722222222222,,0.8758111111111111,,0.649125
03-07,0.9180666666666667,,,,,,0.908,,0.8847266666666667,,0.685,0.8748222222222222,0.85646,0.8998,,,,,0.91115,,0.8853555555555556,,
03-08,,,0.73865,,,,,0.8351333333333334,,0.8543111111111111,0.9202111111111111,,0.8734944444444445,,0.8884666666666666,,0.8869285714285714,0.8357666666666667,,,,0.44795555555555555,
03-09,,0.9119714285714285,0.8702555555555556,0.7994333333333333,,,0.77545,0.8705,0.4704,,0.9203333333333333,,0.8209,0.9489222222222222,,0.8712555555555556,0.8971666666666667,0.5983,,0.8902888888888889,0.8917555555555555,,0.8598
03-10,,0.7304,,,0.9106944444444445,0.8748,,0.9006444444444445,,,0.9003666666666666,,,0.6693733333333334,0.8811,0.7673666666666666,0.31175,0.8535222222222222,0.7061666666666666,,0.79815,0.895375,
03-11,0.9229555555555555,0.8972666666666667,,0.8640333333333333,0.89261875,0.9034454545454546,,0.8987933333333333,0.8772555555555556,,0.9027222222222222,,,0.7761,0.88266,,,0.8746444444444444,,0.9132777777777777,0.9095,0.9991222222222222,0.761
03-12,,,,,,,,0.8769111111111111,0.4311888888888889,,,0.9225,,,0.87145,,,0.89226,,0.8553888888888889,,0.8041555555555556,
03-13,,0.8798222222222222,,,0.9068666666666667,,0.7361444444444445,0.8784666666666666,,,,0.9093,,,0.9179333333333334,,,,,,,,
03-14,0.7091333333333333,,,,0.8874222222222222,0.9284111111111111,,,,,,0.8899888888888888,0.8844,,0.9107722222222222,,,,,,,,0.8888222222222222
03-15,,,,0.8657,0.9046,0.8939111111111111,,0.7668888888888888,,,,,0.8712555555555556,,0.917025,,,,,,,,
03-16,,0.8788777777777778,,0.5136555555555555,,,,,0.8818,0.7504222222222222,,,,,0.7220666666666666,,,0.40031,,,0.89453,0.8920722222222223,0.8992777777777777
03-17,,,,,0.8471,0.9383833333333333,0.6176333333333334,,,0.8751333333333333,0.5702666666666667,,0.8739,,0.9020333333333334,0.8918055555555555,,0.901975,,0.7544454545454545,0.8713125,0.9039666666666667,0.9127555555555555
03-18,,,,,0.9251,,0.8933941176470588,0.8704111111111111,,0.88904,,0.879211111111111,0.8928909090909091,0.89795,,0.9042,,0.8196222222222223,,,,0.9038611111111111,
03-19,1.0015666666666667,,,0.7235,0.9036,0.9137333333333333,0.8682555555555556,0.86786,0.9057999999999999,0.8518777777777777,0.7966055555555556,0.8836588235294117,0.8929888888888889,0.9118454545454545,,,0.8904875,0.9036666666666666,,,0.70535,0.9138111111111111,0.8986888888888889
03-20,,,,0.8702666666666666,0.8933777777777778,,,0.8992666666666667,0.8656111111111111,0.7693,0.89645,0.9222388888888889,,,0.8958583333333333,0.89212,0.9003111111111111,0.9201277777777778,,,,0.58205,0.7985888888888889
03-21,,,,0.9250333333333334,,0.8140888888888889,,0.9179733333333333,,0.9477,,0.9099875,,,0.9025555555555556,0.8971111111111111,0.8809944444444444,0.9113777777777777,,,,,
03-22,0.88215,,,0.9618833333333333,,,,0.8500555555555556,0.9082588235294118,,,0.9184888888888889,0.8751,,0.7675,0.8957055555555555,0.8748944444444444,0.8476833333333333,0.8723444444444445,,,0.8972222222222223,0.8839
03-23,0.8905888888888889,0.9196714285714286,,,,,0.8578666666666667,,,0.8919722222222222,,0.89145,0.9170222222222222,0.8640555555555556,,0.8899444444444444,0.8811888888888889,0.8905611111111111,0.8839777777777778,0.90944375,,0.9143277777777777,
03-24,,,,0.8930722222222223,,,,0.7661,0.9085666666666666,0.8686866666666667,0.8717235294117647,0.9026111111111111,,0.91995,0.9057999999999999,0.9002277777777777,0.8823,,0.8567583333333333,,0.9066625,0.8851166666666667,
03-25,,,,0.979625,,,,0.6735,,0.8842388888888889,0.9077999999999999,0.5741222222222222,0.8821222222222223,0.8958055555555555,,0.8936111111111111,0.9004777777777778,0.9305266666666666,0.8809555555555556,,,,0.8844333333333334
03-26,0.9298,,,,,0.8797666666666667,,,,0.8985777777777778,0.9030055555555555,0.9202611111111111,0.8989555555555555,0.9121555555555556,0.5484333333333333,0.9186555555555556,0.9101555555555556,,,,0.8865142857142857,0.7131375,0.908
03-27,,,,0.8948888888888888,0.9220555555555556,0.8766,,0.8931222222222223,,,0.7492444444444445,0.91115,0.84844,0.9927750000000001,0.89278,,0.8042357142857143,0.9052777777777777,,,,0.8905333333333334,0.8961
03-28,,,,,,,,0.87949,,,0.9223777777777777,,,0.8698944444444444,0.8996999999999999,0.8682166666666666,0.7929666666666667,0.8877,0.90326,,,,0.8262583333333333
03-29,,,,,,,0.89095,0.9071277777777778,0.9080428571428572,0.9406882352941176,,,,,,0.8666666666666667,,,0.7011777777777778,,,0.8737,0.8971750000000001
03-30,,0.9001333333333333,0.9045,0.9415888888888889,,,0.8545,0.8964277777777778,0.8983888888888889,0.9040444444444444,,0.9087666666666667,,0.9184666666666667,0.7357857142857143,0.8968,0.8976833333333334,,0.91835,0.4991777777777778,0.8497,,
03-31,0.8947555555555555,,,0.9053333333333333,,0.8794055555555556,0.8821777777777777,0.9190111111111111,0.8982666666666667,0.9249529411764706,,0.91735,,0.9172166666666667,,0.8675222222222222,0.6914666666666667,,0.9319222222222222,,0.9133583333333333,0.8979444444444444,
04-01,,,,0.9122666666666667,0.9344166666666667,0.8628,0.8389333333333333,0.9100294117647059,0.9117388888888889,0.9027,0.8397333333333333,,,0.9225555555555556,0.9018,0.89293,0.8918166666666667,,0.9199555555555555,,0.90688,,
04-02,,,0.9062888888888889,0.9055124999999999,0.8963,,0.8699277777777777,0.9208888888888889,,0.9062777777777777,0.8542222222222222,0.83319,,0.883,,0.8852555555555556,0.9247722222222222,,,0.7259333333333333,1.0729777777777778,0.9083888888888889,0.9490428571428572
04-03,,0.9074333333333333,,,0.9252944444444444,,0.8726727272727273,0.8995611111111111,0.8975888888888889,0.88814,,0.871,0.8949222222222222,0.9082666666666667,0.9096,0.8902722222222222,0.8871277777777777,,0.8651888888888889,0.8741,,,0.9227111111111111
04-04,0.8387555555555556,,,,,,0.8936944444444445,0.8767555555555555,0.8948777777777778,0.9052722222222223,,0.9039666666666667,,0.9084,,0.9081777777777778,0.8980722222222222,,0.9367125,,0.9554230769230769,0.9041888888888888,
04-05,,,,0.8754333333333333,,0.9390133333333334,0.86702,0.9060111111111111,0.9067777777777778,,0.9047555555555555,0.8939555555555555,,,0.9009888888888888,0.9106090909090909,0.8819833333333333,,,0.9656499999999999,0.9023666666666667,,
04-06,,0.8683,,0.8801076923076923,0.8926222222222222,,,0.9264666666666667,0.9055083333333334,0.8246,0.9064866666666667,,,0.8572444444444445,0.9045777777777778,0.8996,0.8969636363636364,0.72668,0.8852888888888889,0.9091555555555555,0.9002277777777777,0.9126555555555556,0.9089222222222222
04-07,,0.9291857142857143,,0.8806555555555555,0.9021277777777778,,,,0.9078944444444444,,,,0.8772111111111112,0.9178944444444445,0.9105111111111112,0.7142055555555555,0.8988277777777778,,0.8813833333333333,,0.90655,,0.9218999999999999
04-08,0.8887285714285714,0.9068111111111111,,0.9166777777777778,1.0804,,0.8690888888888889,0.9158583333333333,,0.9044111111111112,,,,0.9026111111111111,0.9000722222222222,0.8774111111111111,0.9057583333333333,,0.8857777777777778,,0.9024444444444444,0.9152,
04-09,0.8404444444444444,0.584,,0.8677722222222223,0.9168888888888889,,,0.92692,0.9021888888888889,,0.8764333333333333,0.8971555555555556,0.9192333333333333,0.9167555555555555,0.9084,,0.90013125,0.9147166666666666,0.9283,,,0.88475,
04-10,,0.9070444444444444,,0.8667583333333333,0.9217166666666666,0.9183611111111111,0.9064857142857143,,,,0.9006166666666667,0.8934933333333334,,,0.91620625,,0.7344444444444445,0.9075222222222222,0.9361363636363637,0.4882666666666667,0.7494666666666666,0.90164,
04-11,0.9105,0.8641555555555556,,,0.8620333333333333,0.8110333333333334,,,0.9006444444444445,0.7646722222222222,0.9247777777777778,0.9241933333333333,0.8431666666666666,0.923,0.9021,,0.9002866666666667,0.9180111111111111,0.8945888888888889,,0.9103666666666667,,
04-12,,0.9143333333333333,,0.8837111111111111,,,0.9342,,,,0.9460944444444445,0.9183277777777777,0.8559611111111111,0.75275,0.92012,,0.9157,0.9156722222222222,0.90405,,0.9483777777777778,0.9030666666666667,0.9142444444444444
04-13,,0.9229555555555555,,0.8975941176470589,0.8224733333333333,0.8898111111111111,,,,,,0.923325,0.8866111111111111,,0.90315,0.8795,0.9137777777777778,0.9241277777777778,,,,0.9208222222222222,0.989
04-14,0.8960333333333333,,,0.9142111111111111,,0.6458333333333334,,,,0.8098333333333334,0.9304777777777777,0.9113222222222223,0.8961166666666667,0.8734083333333333,0.9142266666666666,,,0.8345,,,0.8040166666666667,0.91645,
04-15,,,,,0.9278555555555555,,0.8908,0.9388,0.8801777777777778,,0.9182,0.93255,0.9177111111111111,0.9257500000000001,0.9119333333333334,,,0.9202285714285714,0.8128333333333333,0.9158944444444445,,,0.9353
04-16,,0.9267666666666666,0.7305333333333334,,,0.9035272727272727,,0.8806666666666667,0.9057666666666666,0.8463611111111111,,0.8693555555555555,0.8938611111111111,0.80265,0.8896777777777778,0.8800333333333333,0.9134444444444444,,0.9271666666666667,0.8941666666666667,,,
04-17,0.9063222222222223,,,,0.8402611111111111,0.92353,,0.8979111111111111,,,0.8989944444444444,0.83116,0.9159722222222222,0.9214444444444444,0.90875,,,,0.9303444444444444,0.9249611111111111,0.9180722222222222,0.9048,
04-18,0.9172374999999999,,0.9076,,,,,0.8158666666666667,0.8856222222222222,,0.9444333333333333,0.9079888888888888,0.8973444444444444,0.9076444444444445,0.8776222222222222,,0.8881090909090908,,0.92259375,0.9195666666666666,0.8246888888888889,,
04-19,,0.9549,,,0.9224666666666667,0.9125888888888889,,0.8229785714285714,0.8640222222222222,,0.8820944444444444,,0.8952,,,0.9178333333333334,0.91864375,0.8780666666666667,0.8590777777777778,0.9307888888888889,,,0.92215
04-20,,,,,0.9396666666666667,,,,0.8806266666666667,0.9090222222222222,0.8827055555555555,0.9451722222222222,0.9155888888888889,0.92081875,,0.90374,0.9040388888888888,,0.8748055555555555,0.9268777777777778,0.90439,,0.9647
04-21,,,,,0.9297611111111111,0.94685,0.9061722222222223,,,0.9146722222222222,,0.91876875,0.8910111111111111,,,0.8951388888888889,0.9132111111111111,,0.8950666666666667,0.9418166666666666,0.9291777777777778,,0.9268111111111111
04-22,0.9351666666666667,0.7627166666666666,,0.9156611111111111,0.9130055555555555,,0.9322900000000001,0.9274333333333333,,0.9323714285714285,,,0.9108,,0.8751111111111111,0.9148944444444445,0.9240833333333334,0.9389416666666667,,0.9168777777777778,,,0.9110266666666667
04-23,,,0.8964444444444445,0.9003944444444445,0.9249388888888889,0.8929944444444444,0.9067444444444445,0.9106111111111111,0.8622,0.8717333333333334,0.8616777777777778,,0.9118666666666666,0.9249555555555555,0.8706777777777778,0.9062375,0.9274944444444444,0.9284722222222223,0.9242611111111111,0.9387666666666666,0.8402375,,0.9158499999999999
04-24,,,0.9199666666666667,0.89185,,,0.9028222222222222,0.5996,0.8977375,0.9178000000000001,0.8843666666666666,,0.91555,,0.8779,0.9194555555555556,0.8364666666666667,0.9248117647058823,0.9147818181818183,0.9267611111111111,,,0.6072944444444445
04-25,,0.8937222222222222,0.9396444444444444,,0.8910444444444444,,0.9762444444444445,,0.9268,,0.8610611111111112,0.949025,0.9143722222222223,0.9524,0.9279777777777778,0.9108083333333333,0.9238444444444445,,0.9296833333333333,,0.9138888888888889,1.1271,0.9586777777777777
04-26,,0.9055888888888889,0.9082571428571429,,0.9280388888888889,,,,0.9068388888888889,0.8851444444444445,0.8487222222222223,0.8833888888888889,0.7905277777777778,0.9067333333333334,0.9032277777777777,0.9100833333333334,0.9267,,0.92485,,0.9255555555555556,0.947,
04-27,,0.9067666666666667,,0.8777833333333334,0.9420571428571429,0.9059388888888888,0.8920666666666667,0.8989722222222223,0.9065,0.9060277777777778,0.8289722222222222,0.9315555555555556,,0.8995444444444445,,0.91435,0.8622111111111112,0.9565625,,,0.9054555555555556,,
04-28,0.9454111111111111,0.8665777777777778,0.9445555555555556,0.8572333333333333,0.8671,0.9033055555555556,0.7629666666666667,,,0.9380611111111111,0.8197777777777778,,,0.9168000000000001,,0.8186,0.9591666666666667,0.9245166666666667,,,,,
04-29,,,,0.9139777777777778,,0.9055444444444445,,,,0.9182444444444444,0.7702666666666667,0.9049166666666667,,0.9301444444444444,0.90052,,0.8972833333333333,0.9359466666666667,0.9241277777777778,0.93155,,,
04-30,,0.8522,0.9331444444444444,0.8983777777777777,,0.9028833333333334,0.8806,,,0.9246555555555556,,,,0.9167333333333333,,0.8722333333333333,,0.9161333333333334,0.9534818181818182,,0.9347833333333333,0.9192611111111111,0.88085
05-01,0.9238222222222222,,,0.8949055555555555,,0.9334722222222223,0.94625,,,,0.8295277777777778,0.9495722222222223,0.9108722222222222,0.9172,,,0.26765555555555554,0.9034222222222222,,0.91095,,,0.8929
05-02,,0.9277666666666666,,0.9362111111111111,0.9201666666666667,,0.9353166666666667,,,,,0.9366111111111111,0.8880777777777777,,0.9246833333333333,,,0.9373055555555555,,,,0.7270444444444444,0.92415
05-03,,0.9394777777777777,0.918,,,,,,0.9089666666666667,0.5663933333333333,0.83615,0.8480333333333333,,0.8898555555555555,,0.8722333333333333,,0.9161833333333333,0.9272055555555555,0.9132666666666667,,0.9013545454545455,0.91365
05-04,,,0.9454111111111111,,,,,,,0.9755333333333334,,,,,0.8845777777777778,0.8677777777777778,,0.9368277777777778,0.8774444444444445,0.9077666666666667,0.9126470588235294,0.9415277777777777,0.9222333333333333
05-05,,,0.9170111111111111,0.7088,,0.9206799999999999,,,,0.9203666666666667,,,,,0.9272222222222223,0.8867944444444444,,0.8649666666666667,0.9127624999999999,,0.9346444444444444,,
05-06,,0.8475888888888888,0.9272111111111111,0.9028777777777778,,0.8892833333333333,,,0.9842416666666667,0.8948888888888888,,,,0.8109058823529411,0.9199888888888889,0.8574222222222222,0.24173333333333333,,,,0.8910666666666667,,
05-07,0.881788888888889,0.9729888888888889,,0.9188666666666667,0.551,0.9237833333333333,0.8856055555555555,,0.8958,0.8834111111111111,0.81032,,,0.8699,0.8994444444444445,0.8752944444444445,,,0.43627777777777776,0.9107055555555555,0.8969222222222223,,
05-08,,,0.9264555555555556,0.9058222222222222,,0.8178333333333333,,0.9104166666666667,,0.9296,,,,0.919,0.9161388888888888,0.8981222222222223,,,0.9126888888888889,0.9627444444444444,,0.6581333333333333,0.9074705882352941
05-09,0.8714777777777778,,,0.5858,,,,0.9374111111111111,,,,0.9192666666666667,,0.9257,0.8777333333333334,0.8701944444444444,,0.9336916666666667,,,0.9199888888888889,0.92793,0.8855666666666667
05-10,0.8592444444444445,,,0.9149916666666666,,0.9285666666666667,,0.8834333333333333,0.897675,,0.9118666666666666,,,,,0.9133611111111111,0.912075,,0.9236666666666666,,0.9154,0.8482142857142857,0.8725277777777778
05-11,,,,0.8949,,0.6871111111111111,,,0.9209555555555555,0.9418,0.8801249999999999,,,0.97865,,0.8721666666666666,,0.9326666666666666,,,,0.9123222222222223,
05-12,,,,0.6054333333333333,0.9549888888888889,0.8879166666666667,0.7497166666666667,0.9724611111111111,,,,,,,0.8925722222222222,,,1.0006777777777778,,0.9156277777777777,,,0.8483888888888889
05-13,,,,,,0.8988,0.7143777777777778,0.8887111111111111,,,0.8537,,0.93,0.9349611111111111,0.87315,,0.5468111111111111,,0.9170555555555555,,,0.9109222222222222,0.5299111111111111
05-14,,,0.9828666666666667,,,0.8771222222222222,,,,,,0.8897277777777778,,0.9271888888888888,0.7395777777777778,,,0.7724222222222222,,,,0.9079666666666667,0.6301333333333333
05-15,,,,,0.8583875,0.9235333333333333,0.33637500000000004,0.9103222222222223,0.8164388888888889,0.8241166666666667,0.8882388888888889,0.8771444444444444,,,,,,0.8997111111111111,0.9349277777777778,0.9755285714285714,,0.9171666666666667,0.7643666666666666
05-16,,,,,,0.9191777777777778,,,,,0.8920777777777777,,,,,0.8101222222222222,0.826325,0.8989,0.9288277777777778,,,0.9197833333333333,0.7202055555555555
05-17,0.7505111111111111,,0.9081777777777778,,,0.9230666666666667,,,,,0.889,,0.8782444444444445,0.893035294117647,,0.7930722222222222,,,0.9263777777777777,,,,0.6071555555555556
05-18,0.8832555555555556,,,,0.9555333333333333,0.9133388888888889,,0.9323,,0.9797,0.7938666666666666,,0.8898222222222222,0.9024444444444445,,,,,0.49781111111111115,0.8801388888888889,,0.9218222222222222,0.5549444444444445
05-19,,,,0.8935722222222222,0.9333666666666667,0.8539818181818182,,0.9280111111111111,,,,0.8782333333333333,0.8854222222222222,0.6456111111111111,,0.6408,0.8090888888888889,,,,,0.9055611111111111,0.512
05-20,0.8516,0.4332,,,0.9038611111111111,,,0.8165222222222223,,0.9308222222222222,0.8738166666666667,0.8768166666666667,,,,,0.7644388888888889,,,,,,0.6142333333333333
05-21,,,,,0.80455,,,,0.8494222222222222,1.0327636363636363,0.8249888888888889,0.8426363636363636,0.7836222222222222,0.3317,,0.5671470588235294,0.6915833333333333,,0.93045,0.8666555555555555,0.9226,0.9154,
05-22,,,0.8742666666666666,0.8871388888888889,,0.9062833333333333,,0.9082333333333333,,0.7524888888888889,,0.8911411764705882,0.8746277777777778,0.8676055555555555,0.5674066666666666,0.5165,,,,0.8490444444444444,0.9218833333333334,0.9177833333333334,
05-23,,,,,,0.918,,0.9136222222222222,0.8026875,,0.5563466666666667,0.85275,,0.8779333333333333,,0.2766,0.7018,0.6050888888888889,,0.7610444444444445,,,
05-24,0.8915222222222222,,,,0.5106666666666667,0.8737277777777778,,0.9177833333333333,0.7283944444444445,0.9442333333333333,,0.8282888888888889,,,,0.4684333333333333,0.7465944444444444,,,0.8694333333333333,,,0.7783666666666667
05-25,0.8775333333333334,,,,,0.8733277777777778,,,0.7087666666666667,0.9200555555555555,,0.8082666666666667,0.8797277777777778,,1.03355,,0.7623444444444445,,,0.8069777777777778,,0.8888722222222222,0.7116166666666667
05-26,,0.7586222222222222,,,,0.8802277777777778,,,0.5209714285714285,0.9027888888888889,,0.8038222222222222,,0.8176777777777777,,,,,,0.6642555555555556,,0.8731294117647059,0.5195333333333333
05-27,,,,,0.9833,,,0.9145444444444445,0.2875666666666667,0.8992833333333333,0.8131777777777778,0.7910055555555555,,0.8231916666666667,,0.4781666666666667,,,,,,,
05-28,,,,0.8054388888888889,,,,0.90195,,0.9011555555555556,0.7875222222222222,0.7986555555555556,,,0.6771888888888888,0.5050166666666667,0.6240666666666667,,0.6059,,,,
